BIN,Type,Generated Full Card Number
421453,Unknown,4214538040781480
922280,Unknown,9222801899806518
375543,Amex,375543077753817
970480,Unknown,9704807228001627
411580,Unknown,4115809516594442
741817,Unknown,7418172538655662
862116,Unknown,8621169389286754
715233,Unknown,7152333993370883
693095,Unknown,6930950813582395
382109,Diners,38210930147557
957022,Unknown,9570222009233011
988946,Unknown,9889467581788031
794279,Unknown,7942798134720366
828123,Unknown,8281236843834199
255843,Unknown,2558431099369329
108815,Unknown,1088158905746852
743008,Unknown,7430088901858789
469329,Unknown,4693290431129302
543947,Unknown,5439474381045111
599690,Unknown,5996900822688729
120500,Unknown,1205003614064769
611310,Unknown,6113109806385792
965503,Unknown,9655030252739726
807755,Unknown,8077559525436439
227347,Unknown,2273470200123029
447083,Unknown,4470834832950105
816558,Unknown,8165582942103046
801842,Unknown,8018426688108567
812362,Unknown,8123623629658255
614050,Unknown,6140501679520262
504832,Unknown,5048320579146922
444099,Visa,4440999495028208
442813,Visa,4428134264232372
919732,Unknown,9197321943117020
690075,Unknown,6900759078161425
699397,Unknown,6993979382943436
440718,Unknown,4407187595711671
581910,Unknown,5819109228074023
242075,Unknown,2420756474884894
371447,Amex,371447194966796
199219,Unknown,1992195145395115
126308,Unknown,1263087514427739
669731,Unknown,6697314969779627
274086,Unknown,2740860457413746
124319,Unknown,1243196713445813
285566,Unknown,2855669288776888
178130,Unknown,1781303592620204
662977,Unknown,6629770498771730
629201,Unknown,6292018602417735
218576,Unknown,2185760246173632
580744,Unknown,5807449498904381
666792,Unknown,6667924941384025
538996,MasterCard,5389966584932532
147281,Unknown,1472812056881171
974414,Unknown,9744144150252970
715674,Unknown,7156740830282734
954339,Unknown,9543398629087814
251191,Unknown,2511910772598295
207149,Unknown,2071493314696355
118987,Unknown,1189876629883489
421663,Unknown,4216637175495908
153137,Unknown,1531371870585557
549569,MasterCard,5495695352277316
144015,Unknown,1440151070294611
121124,Unknown,1211244850005321
899603,Unknown,8996033935575451
194370,Unknown,1943702938742693
885257,Unknown,8852571954502761
326528,Unknown,3265284232723868
734643,Unknown,7346434940517949
408938,Unknown,4089387034285150
706859,Unknown,7068590833891037
441259,Visa,4412593594494952
489415,Unknown,4894152630679054
159826,Unknown,1598261818473559
849925,Unknown,8499256056347874
505216,Unknown,5052164051428187
559603,Unknown,5596036400873751
733648,Unknown,7336484353320259
414379,Unknown,4143793073581388
996372,Unknown,9963722677425841
608997,Unknown,6089978671664149
945673,Unknown,9456730013267769
337850,Unknown,3378505309183374
275280,Unknown,2752806866204651
165835,Unknown,1658359847873855
820799,Unknown,8207991980722607
981815,Unknown,9818158251328122
199708,Unknown,1997084222334592
878441,Unknown,8784410679142768
698502,Unknown,6985027427708391
475154,Unknown,4751549325547190
869349,Unknown,8693494608217942
204642,Unknown,2046422344778416
276432,Unknown,2764327682980082
479361,Unknown,4793616369917854
738895,Unknown,7388953000008848
857163,Unknown,8571634119572577
637410,Unknown,6374102926789816
142048,Unknown,1420487011802522
662824,Unknown,6628249780849371
149587,Unknown,1495875604809888
437498,Visa,4374982032689178
419753,Visa,4197537914624919
844547,Unknown,8445479854097212
671808,Unknown,6718087520459038
152846,Unknown,1528466306967977
175510,Unknown,1755105528607450
367412,Diners,36741229609771
388022,Diners,38802276349667
534829,Unknown,5348294709611498
652953,Discover,6529539759654478
489576,Unknown,4895769448896031
266524,Unknown,2665245087285057
390156,Diners,39015647897001
354677,JCB,3546778723449836
478736,Unknown,4787367185655761
997864,Unknown,9978646102853757
426376,Visa,4263761903570706
758392,Unknown,7583925614921903
616549,Unknown,6165492221093668
959706,Unknown,9597061144208906
508069,Unknown,5080695628594875
776526,Unknown,7765263794159889
522592,MasterCard,5225920106167440
724263,Unknown,7242636376594250
810421,Unknown,8104211361508029
590600,Unknown,5906006331098009
458945,Unknown,4589455518731302
801515,Unknown,8015156127344219
798871,Unknown,7988711831350541
470090,Unknown,4700901334679093
908844,Unknown,9088446819166745
450477,Unknown,4504775176961256
572712,Unknown,5727122058726068
834218,Unknown,8342181232112175
500348,Unknown,5003482480370510
492571,Unknown,4925716594727838
630558,Unknown,6305580520993051
686008,Unknown,6860085441790856
906127,Unknown,9061279320589776
616165,Unknown,6161651342714849
343788,Amex,343788689505847
654504,Discover,6545046361849817
379787,Amex,379787752900335
552241,MasterCard,5522412294698726
776357,Unknown,7763579965081575
834733,Unknown,8347333007092752
144158,Unknown,1441581189044546
673254,Unknown,6732540159692648
272133,Unknown,2721334285660245
422179,Unknown,4221790692024396
945594,Unknown,9455944193825561
732721,Unknown,7327210794217281
609194,Unknown,6091947295467269
605866,Unknown,6058663170027294
808886,Unknown,8088866730788171
980766,Unknown,9807662615293731
877086,Unknown,8770869933434191
539009,MasterCard,5390097252577302
986637,Unknown,9866377612980336
352220,JCB,3522206545519080
594155,Unknown,5941556496966393
573874,Unknown,5738743828999784
674940,Unknown,6749408072578467
374613,Amex,374613195151303
425100,Visa,4251003400095016
672744,Unknown,6727442918464351
122900,Unknown,1229009139716054
635931,Unknown,6359318179296264
992624,Unknown,9926248398941099
801310,Unknown,8013100847320123
303553,Diners,30355398729301
334489,Unknown,3344891630715616
231742,Unknown,2317422636943483
708610,Unknown,7086105848682099
163091,Unknown,1630916329362302
296874,Unknown,2968742841435398
186478,Unknown,1864782632065300
621812,Unknown,6218120111009530
209384,Unknown,2093842598509133
482958,Visa,4829585688114284
426341,Unknown,4263411624230714
264415,Unknown,2644159274491559
206025,Unknown,2060255601793566
227102,Unknown,2271026122322323
354434,JCB,3544343991245856
531397,MasterCard,5313972439247739
357341,Unknown,3573418593534650
253182,Unknown,2531828799601617
887519,Unknown,8875198795991866
590271,Unknown,5902719941138272
337457,Unknown,3374578657909832
851360,Unknown,8513608407611690
431889,Visa,4318898254340587
661336,Unknown,6613367581050893
685264,Unknown,6852645275765109
160954,Unknown,1609540150584992
549318,MasterCard,5493188219498127
568477,Unknown,5684774682066526
651506,Discover,6515063317197691
958486,Unknown,9584868073211037
671506,Unknown,6715060513475578
884723,Unknown,8847232609238501
865184,Unknown,8651848011256164
427649,Unknown,4276493470139911
573513,Unknown,5735134522858071
893301,Unknown,8933019874703373
691414,Unknown,6914144314543518
527732,Unknown,5277328207159627
640678,Unknown,6406781827281994
546153,Unknown,5461531497019676
358499,JCB,3584991340399179
196748,Unknown,1967481937425868
664738,Unknown,6647389433777344
486012,Unknown,4860122083425823
724953,Unknown,7249537870480643
603540,Unknown,6035404284701344
529787,Unknown,5297875278483545
710816,Unknown,7108167218242418
476901,Visa,4769016432076480
726396,Unknown,7263966082079446
594821,Unknown,5948210439217075
531716,MasterCard,5317162651277396
692201,Unknown,6922013432042863
737089,Unknown,7370895966311670
145087,Unknown,1450873711157857
629883,Unknown,6298830926511366
411603,Visa,4116033591654931
125173,Unknown,1251738631301923
472067,Unknown,4720679712038955
696427,Unknown,6964276133324079
869116,Unknown,8691160408042316
274413,Unknown,2744135480505685
472412,Unknown,4724127107598799
747283,Unknown,7472830773232117
464502,Visa,4645028367039752
714149,Unknown,7141495117414736
654658,Discover,6546583665268764
154590,Unknown,1545902427380621
951989,Unknown,9519890781042414
355574,JCB,3555748908215352
634753,Unknown,6347532104685192
363027,Diners,36302722739469
629490,Unknown,6294900733819636
733126,Unknown,7331263261681241
826074,Unknown,8260748608556952
979528,Unknown,9795281335385845
372060,Amex,372060738852252
812888,Unknown,8128885071962441
372808,Amex,372808963756548
725486,Unknown,7254865848407408
239273,Unknown,2392735132210805
881517,Unknown,8815172046544008
193790,Unknown,1937902689796741
518732,Unknown,5187326936244604
256919,Unknown,2569195589400022
820093,Unknown,8200931302032900
332743,Unknown,3327430578597495
612788,Unknown,6127883929949951
537221,Unknown,5372215686571134
655621,Unknown,6556212461095698
734604,Unknown,7346048881466053
372632,Amex,372632182532438
545727,Unknown,5457277482736270
132731,Unknown,1327311963227383
399586,Diners,39958601434939
535241,Unknown,5352413493310687
927860,Unknown,9278602051211218
529478,MasterCard,5294788052104503
987454,Unknown,9874544124499137
300430,Diners,30043073058182
223544,MasterCard,2235447060232598
838274,Unknown,8382746318876096
923718,Unknown,9237187881645635
102253,Unknown,1022535281959512
432220,Unknown,4322206697715582
791021,Unknown,7910218760531874
508802,Unknown,5088026483918443
697693,Unknown,6976932410715480
815421,Unknown,8154211610611374
738914,Unknown,7389142312504625
358124,JCB,3581240356766403
693241,Unknown,6932417238029837
760823,Unknown,7608235313076137
741535,Unknown,7415352298326573
518552,MasterCard,5185523938216301
779608,Unknown,7796085901055307
338856,Unknown,3388564969026469
267573,Unknown,2675735226191659
791961,Unknown,7919613060077469
104956,Unknown,1049568456591770
424799,Unknown,4247999094605593
768639,Unknown,7686396321070852
440618,Visa,4406182489624227
673725,Unknown,6737256587597109
835585,Unknown,8355854012678214
402484,Unknown,4024842603960481
850780,Unknown,8507804013240891
341508,Amex,341508169441157
141563,Unknown,1415635831891770
814473,Unknown,8144738196450686
672767,Unknown,6727678576195223
884085,Unknown,8840858111760253
873680,Unknown,8736802258239872
927430,Unknown,9274300253329171
663147,Unknown,6631479932800502
486939,Visa,4869399702211127
832673,Unknown,8326730988184677
865143,Unknown,8651434110770592
851458,Unknown,8514580607236503
902613,Unknown,9026138907637841
399638,Diners,39963833237295
180763,Unknown,1807632673437096
108209,Unknown,1082090803786664
217556,Unknown,2175568653752990
614656,Unknown,6146565807485066
275160,Unknown,2751605400553313
242613,Unknown,2426131505718784
391740,Diners,39174012890994
520934,MasterCard,5209340674554723
877293,Unknown,8772932981283950
217782,Unknown,2177823539287423
398779,Diners,39877979864208
833959,Unknown,8339595791620888
788830,Unknown,7888308987922730
358689,JCB,3586894072818837
637176,Unknown,6371768956072262
251042,Unknown,2510422656049747
650167,Unknown,6501672757662848
600535,Unknown,6005352744843530
235212,Unknown,2352120779827583
304888,Diners,30488802695339
208993,Unknown,2089932394282929
916829,Unknown,9168290037402982
325951,Unknown,3259515262817357
528826,Unknown,5288261367339720
485602,Unknown,4856021477878502
998285,Unknown,9982853517384103
274196,Unknown,2741969224434318
746522,Unknown,7465221713945023
878557,Unknown,8785577082198673
319546,Unknown,3195464265149976
113673,Unknown,1136730814112991
417156,Unknown,4171569149691453
172604,Unknown,1726040841505160
761433,Unknown,7614330356889272
737858,Unknown,7378580128157995
976563,Unknown,9765634880532953
111954,Unknown,1119540952881117
960591,Unknown,9605917528720170
679846,Unknown,6798462153593478
767295,Unknown,7672959251811174
233414,Unknown,2334143707568960
627991,Unknown,6279915622578634
192599,Unknown,1925992637176332
132555,Unknown,1325557886931019
149677,Unknown,1496772310427893
695590,Unknown,6955904171700789
642909,Unknown,6429094156805257
170254,Unknown,1702546092769934
757334,Unknown,7573346364856503
693160,Unknown,6931607445778244
704099,Unknown,7040992632379653
941611,Unknown,9416112928914507
916379,Unknown,9163799127467305
102634,Unknown,1026345212343739
217963,Unknown,2179633348723383
152700,Unknown,1527004032837291
893254,Unknown,8932546664999414
980942,Unknown,9809428845748455
906489,Unknown,9064893690161483
994514,Unknown,9945143291595058
584646,Unknown,5846462046818328
363024,Diners,36302459357056
928539,Unknown,9285390446230637
131117,Unknown,1311179947803510
103818,Unknown,1038182971147570
693311,Unknown,6933117349582887
228359,Unknown,2283596782357214
700933,Unknown,7009333133670159
413395,Unknown,4133955615954983
984380,Unknown,9843803088829897
274689,Unknown,2746899377304179
264888,Unknown,2648886768303209
439429,Unknown,4394294188764907
535194,Unknown,5351943861936240
102720,Unknown,1027208810076075
917002,Unknown,9170025463499499
729567,Unknown,7295673157361522
494723,Unknown,4947231262913043
883805,Unknown,8838053380221632
357896,JCB,3578963263797339
252187,Unknown,2521873083812261
507643,Unknown,5076433593134457
766660,Unknown,7666607237277632
250798,Unknown,2507988404995133
811084,Unknown,8110846001952382
170080,Unknown,1700803055880980
763824,Unknown,7638246743852210
359940,JCB,3599402211122706
527803,Unknown,5278033634848962
642500,Unknown,6425004426361928
987727,Unknown,9877279109273079
939711,Unknown,9397114453885737
370213,Amex,370213471963743
313715,Unknown,3137151784038703
892631,Unknown,8926316899567244
619479,Unknown,6194792359515826
167014,Unknown,1670148132269251
635638,Unknown,6356380048779126
825276,Unknown,8252763031972533
108405,Unknown,1084057708499893
816908,Unknown,8169087743268784
655216,Discover,6552169997649546
770725,Unknown,7707256211645715
747403,Unknown,7474038475867115
284829,Unknown,2848297575746020
753901,Unknown,7539010176031502
547059,MasterCard,5470598661313728
544525,MasterCard,5445250151821032
244596,Unknown,2445967281274255
365158,Diners,36515845532769
877271,Unknown,8772713374689494
721856,Unknown,7218567978941116
589766,Unknown,5897668727819846
535059,MasterCard,5350591015944669
269095,Unknown,2690950377310417
187326,Unknown,1873260209073716
840190,Unknown,8401904856977798
716282,Unknown,7162820897230681
890036,Unknown,8900365019535391
790307,Unknown,7903079150387659
644426,Unknown,6444262521730041
522108,Unknown,5221088905879080
361765,Diners,36176538070362
718361,Unknown,7183614718233148
264791,Unknown,2647912682374237
218945,Unknown,2189453062513023
128094,Unknown,1280942375676108
203040,Unknown,2030408120893783
524696,Unknown,5246968902040952
322747,Unknown,3227479267905448
369477,Diners,36947793903200
923695,Unknown,9236951090548777
868955,Unknown,8689558017939474
574613,Unknown,5746138559376835
877709,Unknown,8777099555202709
943637,Unknown,9436371361527207
716026,Unknown,7160269326357304
523642,MasterCard,5236423491013850
265403,Unknown,2654035378759309
306496,Unknown,3064965349887665
551271,Unknown,5512711921443646
558835,MasterCard,5588359935754960
375412,Amex,375412296954798
547410,MasterCard,5474106817850911
812947,Unknown,8129471194584203
866277,Unknown,8662776263577937
774859,Unknown,7748599521236707
485538,Visa,4855387369821526
221817,Unknown,2218170986584893
195009,Unknown,1950096401337311
871827,Unknown,8718277649222847
659857,Discover,6598576502596206
515229,Unknown,5152294468502550
599559,Unknown,5995591383123137
477200,Unknown,4772006328494284
141079,Unknown,1410797941612563
841387,Unknown,8413874225574642
451414,Visa,4514142713742378
711812,Unknown,7118124387290660
772288,Unknown,7722881395270268
430844,Visa,4308447525038291
547795,MasterCard,5477958126881656
696082,Unknown,6960824923025194
849390,Unknown,8493908871348401
446766,Unknown,4467664103767148
305040,Diners,30504045649027
466472,Unknown,4664722271835036
753289,Unknown,7532893190275615
123819,Unknown,1238197775379179
461814,Unknown,4618149751427330
693381,Unknown,6933813059350601
485316,Unknown,4853169234811122
917824,Unknown,9178244839231572
178622,Unknown,1786222837998100
331503,Unknown,3315038674252482
153974,Unknown,1539748595828159
213698,Unknown,2136981484003809
956937,Unknown,9569379192572229
871696,Unknown,8716962940165312
270057,Unknown,2700577181757501
896830,Unknown,8968305755678328
378113,Amex,378113150768823
827449,Unknown,8274492841075619
949989,Unknown,9499899652646074
583655,Unknown,5836557103776863
119051,Unknown,1190519764339899
516024,MasterCard,5160242569711320
548667,MasterCard,5486672135020480
233345,Unknown,2333451436780149
968379,Unknown,9683790597514420
999704,Unknown,9997040615464036
714352,Unknown,7143520101812681
161453,Unknown,1614533872954357
360903,Unknown,3609031728562422
907200,Unknown,9072007240132123
311054,Unknown,3110540820500433
558998,Unknown,5589986306200229
360765,Diners,36076529866258
372285,Amex,372285657871735
761120,Unknown,7611205086565620
558022,Unknown,5580225927651547
680459,Unknown,6804594355014565
949814,Unknown,9498140955024377
278779,Unknown,2787796824385073
505741,Unknown,5057418258943916
294030,Unknown,2940304510102165
307659,Unknown,3076595344828255
909540,Unknown,9095403096694936
876874,Unknown,8768747712542992
907734,Unknown,9077341716685593
396451,Unknown,3964515774032285
404784,Unknown,4047844419052811
985374,Unknown,9853746320960992
194495,Unknown,1944959749904429
915061,Unknown,9150614306333676
247692,Unknown,2476920423163224
930635,Unknown,9306351222028377
171317,Unknown,1713171265780240
388521,Diners,38852199883721
973733,Unknown,9737333269332335
469699,Unknown,4696996869514730
379562,Amex,379562550346351
188928,Unknown,1889284686393391
521309,MasterCard,5213096721134955
507677,Unknown,5076776267612057
539467,MasterCard,5394678067068618
441281,Unknown,4412819115158759
449855,Visa,4498550202489276
243486,Unknown,2434866592944564
285402,Unknown,2854026146159189
713176,Unknown,7131761256671889
939543,Unknown,9395430586248716
411657,Visa,4116572640870078
502874,Unknown,5028744370796009
572182,Unknown,5721824596440186
942259,Unknown,9422593963226309
264774,Unknown,2647746400010346
159253,Unknown,1592537197714668
587937,Unknown,5879379685043871
490229,Unknown,4902292385399808
578330,Unknown,5783307177131352
744870,Unknown,7448704850732453
593354,Unknown,5933546555146600
458104,Unknown,4581042102118247
988624,Unknown,9886244665072359
448200,Visa,4482007340560468
258295,Unknown,2582950311754366
473000,Unknown,4730006862580788
768131,Unknown,7681310950864843
855067,Unknown,8550677502257511
164569,Unknown,1645694173301837
248710,Unknown,2487100526777820
285220,Unknown,2852201549493774
488483,Unknown,4884839772176140
448974,Unknown,4489745758741548
534027,Unknown,5340272893002859
924253,Unknown,9242536308232118
154980,Unknown,1549808973353988
303172,Diners,30317298445835
217374,Unknown,2173749046882634
881821,Unknown,8818212126688947
110891,Unknown,1108918232180338
578184,Unknown,5781843228111939
559671,Unknown,5596716535743806
872598,Unknown,8725989839760029
403926,Unknown,4039261898662887
318321,Unknown,3183210683286866
179622,Unknown,1796226523977518
370755,Amex,370755189836716
954661,Unknown,9546616780221686
814641,Unknown,8146415166936189
251829,Unknown,2518294918887667
820505,Unknown,8205052457409073
498484,Visa,4984845209604343
748302,Unknown,7483026735964869
646344,Discover,6463444879754912
613976,Unknown,6139760565665512
214325,Unknown,2143258877583361
221162,Unknown,2211621288531481
877239,Unknown,8772395188941906
546836,MasterCard,5468363731260022
895912,Unknown,8959124703737672
355156,JCB,3551563251798430
646000,Discover,6460005378319378
557662,Unknown,5576624288198804
295830,Unknown,2958308116660337
391782,Diners,39178227640862
284656,Unknown,2846568056368403
242029,Unknown,2420295545176332
389438,Diners,38943839500785
547102,MasterCard,5471021694244950
243703,Unknown,2437032977019437
167208,Unknown,1672080404326135
639369,Unknown,6393699724963750
251685,Unknown,2516857963505419
915086,Unknown,9150866735707252
978621,Unknown,9786216861624311
746361,Unknown,7463615301438552
759220,Unknown,7592207973139289
236929,Unknown,2369294200961855
127264,Unknown,1272640234691514
199645,Unknown,1996455850830836
181864,Unknown,1818640818264685
894254,Unknown,8942545916981996
509617,Unknown,5096173366409729
156817,Unknown,1568170239075106
718727,Unknown,7187271904331340
637057,Unknown,6370570109347435
500425,Unknown,5004257860870294
502583,Unknown,5025834985195814
482353,Unknown,4823531933395190
802826,Unknown,8028269064419686
363388,Diners,36338866277447
115145,Unknown,1151450725716441
390103,Diners,39010370815363
590184,Unknown,5901843474924156
166575,Unknown,1665757133787286
233058,Unknown,2330581593945571
789202,Unknown,7892029891397594
252446,Unknown,2524464925740809
268837,Unknown,2688372828077364
216362,Unknown,2163627721843933
667867,Unknown,6678675718367112
419343,Unknown,4193434190351451
253568,Unknown,2535683971824447
631171,Unknown,6311719690976442
705750,Unknown,7057503592976819
626837,Unknown,6268378376022194
940733,Unknown,9407334883057099
630705,Unknown,6307053975078844
400503,Unknown,4005037907319938
996590,Unknown,9965904057063881
762088,Unknown,7620887622700903
878791,Unknown,8787911986826303
603409,Unknown,6034094737270300
308403,Unknown,3084039784532243
843732,Unknown,8437327123113647
260925,Unknown,2609251985445814
580337,Unknown,5803378408155465
619919,Unknown,6199194766311276
842609,Unknown,8426095155218313
810515,Unknown,8105157388630215
560892,Unknown,5608926732050081
442581,Unknown,4425811389114799
694572,Unknown,6945723944522194
930849,Unknown,9308490559508425
558105,Unknown,5581059426108061
458111,Unknown,4581110815573051
678663,Unknown,6786633943775166
448850,Unknown,4488508579471263
553468,Unknown,5534688173414709
341611,Amex,341611388103014
226051,Unknown,2260517287401567
274870,Unknown,2748708927251856
324588,Unknown,3245889807877241
946716,Unknown,9467168368522919
428718,Unknown,4287180228006602
155411,Unknown,1554116353666270
386308,Diners,38630827966089
490013,Unknown,4900130191583958
852813,Unknown,8528133510926654
664577,Unknown,6645774194287136
607313,Unknown,6073138800694625
301639,Diners,30163922929374
419939,Unknown,4199391137234577
317152,Unknown,3171527801241164
403438,Unknown,4034385401340087
786879,Unknown,7868799067927297
317272,Unknown,3172723228098532
211640,Unknown,2116403225409083
786541,Unknown,7865418061350129
261936,Unknown,2619363239530589
683802,Unknown,6838026423456958
691281,Unknown,6912815810298461
595443,Unknown,5954437845662559
412050,Visa,4120504548766583
136022,Unknown,1360223195481347
914951,Unknown,9149514361488799
910776,Unknown,9107769639340724
337691,Unknown,3376916206690676
320914,Unknown,3209142996920130
830336,Unknown,8303360263035887
952913,Unknown,9529136636426720
857898,Unknown,8578984365035759
915099,Unknown,9150998011329370
366796,Diners,36679624909560
958939,Unknown,9589396906068527
387751,Diners,38775145841788
390829,Unknown,3908293055922384
809923,Unknown,8099232219177953
878917,Unknown,8789177973550389
242682,Unknown,2426829262379121
513423,Unknown,5134230528861167
691221,Unknown,6912212392014537
342105,Amex,342105505110707
233190,Unknown,2331900183648178
596214,Unknown,5962140109875770
900968,Unknown,9009688723100495
258437,Unknown,2584373278308454
153139,Unknown,1531395569197740
775971,Unknown,7759718976029653
351665,JCB,3516658691619104
518346,Unknown,5183466399159111
522849,MasterCard,5228498474567178
400624,Visa,4006244070384493
735561,Unknown,7355619892289674
259219,Unknown,2592195868019362
601917,Unknown,6019170202179838
760685,Unknown,7606859412104782
393119,Diners,39311955288087
806871,Unknown,8068713840155418
859207,Unknown,8592076461714132
795966,Unknown,7959667496586235
347177,Amex,347177485865014
838607,Unknown,8386070897856620
761736,Unknown,7617368622184615
641363,Unknown,6413636755297048
209823,Unknown,2098234669577279
738946,Unknown,7389460754435602
480217,Visa,4802179468158286
807651,Unknown,8076517406954786
311068,Unknown,3110688268061421
197599,Unknown,1975994385574345
277992,Unknown,2779928842273834
520945,MasterCard,5209455028652372
436122,Visa,4361223143973757
343306,Amex,343306634367768
286030,Unknown,2860304123649870
112364,Unknown,1123648881674210
280283,Unknown,2802838556466322
447394,Unknown,4473948717065479
137710,Unknown,1377100385403626
364356,Diners,36435632524522
527267,Unknown,5272678673768904
465792,Unknown,4657920936789271
312886,Unknown,3128865140655558
990564,Unknown,9905648739930067
503296,Unknown,5032969687789970
409801,Unknown,4098012544432673
978927,Unknown,9789274381618578
247227,Unknown,2472279995968089
822130,Unknown,8221305837870909
402184,Unknown,4021848840465228
337616,Unknown,3376165993697901
301076,Diners,30107687418650
751690,Unknown,7516900972266903
697500,Unknown,6975008343197670
148105,Unknown,1481050626862164
632015,Unknown,6320150707575595
201082,Unknown,2010826245008637
786723,Unknown,7867239804222970
285671,Unknown,2856716691597230
520579,MasterCard,5205799463030486
424115,Visa,4241152036132557
582999,Unknown,5829994081297627
647587,Discover,6475877179246173
359422,JCB,3594228240440869
571360,Unknown,5713609284949161
326478,Unknown,3264786306295712
903741,Unknown,9037413373664721
840852,Unknown,8408522082587011
173757,Unknown,1737570716514497
879818,Unknown,8798186922878900
484654,Visa,4846544096000600
825860,Unknown,8258607846370436
347030,Amex,347030914116282
372496,Amex,372496502906377
970452,Unknown,9704524666736725
615474,Unknown,6154742010700225
875395,Unknown,8753959493064100
461365,Visa,4613653529399946
345098,Amex,345098412701180
940250,Unknown,9402500101713655
741885,Unknown,7418850805193725
112351,Unknown,1123518057626761
245057,Unknown,2450571624311973
683154,Unknown,6831541483658457
976840,Unknown,9768400116380522
622167,Unknown,6221678164965905
701557,Unknown,7015571654231074
223669,Unknown,2236696173237437
556822,Unknown,5568226556901749
846670,Unknown,8466706243918348
183630,Unknown,1836304130459462
575966,Unknown,5759667140787968
848288,Unknown,8482880545594538
467412,Unknown,4674120638003785
571656,Unknown,5716567241574418
286056,Unknown,2860567585946025
334806,Unknown,3348062310812054
358784,JCB,3587845690258389
728934,Unknown,7289348774237850
848968,Unknown,8489682489728607
449042,Visa,4490429986527356
327154,Unknown,3271541953507725
853782,Unknown,8537820577269301
414855,Unknown,4148555700002014
139528,Unknown,1395288160167516
492337,Visa,4923377663870784
900933,Unknown,9009332885859060
764680,Unknown,7646808141121633
638288,Unknown,6382880985741797
511392,MasterCard,5113920851140306
272196,Unknown,2721965247741319
387943,Diners,38794383295573
416996,Unknown,4169969159033536
315917,Unknown,3159174236873911
749143,Unknown,7491437369042337
224015,Unknown,2240158816593400
236637,Unknown,2366379508722106
261782,Unknown,2617825502405740
463814,Visa,4638140660134497
840414,Unknown,8404149602818292
624014,Unknown,6240140993172231
242463,Unknown,2424636532154588
528815,MasterCard,5288152146742972
861855,Unknown,8618555020779430
809444,Unknown,8094445536431654
180895,Unknown,1808952858327960
951230,Unknown,9512300956834515
111859,Unknown,1118592305420880
224511,Unknown,2245113539574496
304399,Diners,30439928976540
289653,Unknown,2896532843208164
455382,Visa,4553824997355884
988182,Unknown,9881826374546810
364825,Diners,36482595284669
985658,Unknown,9856584218915960
513268,MasterCard,5132686366028481
870681,Unknown,8706812091738702
229697,Unknown,2296977717216681
941170,Unknown,9411700484828338
640755,Unknown,6407551046331759
465990,Unknown,4659905976255967
609075,Unknown,6090756086489879
260230,Unknown,2602303549783663
977120,Unknown,9771200863145450
697822,Unknown,6978229692432638
169518,Unknown,1695180730373448
329942,Unknown,3299427140230899
131463,Unknown,1314639281529578
782800,Unknown,7828007978711415
771965,Unknown,7719658324986848
434748,Unknown,4347486076462101
601877,Unknown,6018776147825271
851632,Unknown,8516325399159265
168422,Unknown,1684228698992756
122524,Unknown,1225240192512464
646309,Discover,6463097994740972
279227,Unknown,2792272920115869
894747,Unknown,8947474403919570
996825,Unknown,9968258474838465
370891,Amex,370891096348853
150761,Unknown,1507619165316783
312929,Unknown,3129293847040405
469232,Unknown,4692323289693538
713846,Unknown,7138469191692249
915366,Unknown,9153662990708961
217084,Unknown,2170848723863340
171659,Unknown,1716596838921999
823404,Unknown,8234046601032763
963040,Unknown,9630402238150387
829179,Unknown,8291796010485559
683716,Unknown,6837161480389717
375459,Amex,375459972138034
700019,Unknown,7000198071217229
958762,Unknown,9587620878603461
778369,Unknown,7783694134041308
955663,Unknown,9556632180448929
445839,Visa,4458395992832414
846144,Unknown,8461446853169394
903357,Unknown,9033572005831471
999995,Unknown,9999959238823782
866143,Unknown,8661437764943353
973972,Unknown,9739726445643988
529001,MasterCard,5290011061398231
940776,Unknown,9407761480482772
974665,Unknown,9746654448055413
341311,Amex,341311793295434
185346,Unknown,1853467515427225
798877,Unknown,7988773126792813
448519,Visa,4485191274455987
803360,Unknown,8033608427374044
565863,Unknown,5658635627735451
169828,Unknown,1698283787740242
821096,Unknown,8210967743193585
463236,Visa,4632368950576071
500765,Unknown,5007658991551077
786345,Unknown,7863455200733091
260938,Unknown,2609382520184572
428401,Unknown,4284016092754025
570481,Unknown,5704818639530700
327253,Unknown,3272539512337577
639237,Unknown,6392372411520187
348102,Amex,348102587033906
811680,Unknown,8116806597013266
403988,Visa,4039881892370139
596957,Unknown,5969579495334132
732198,Unknown,7321983264601074
724616,Unknown,7246162695762062
262795,Unknown,2627957520445822
140121,Unknown,1401211776038401
975644,Unknown,9756447186193690
735097,Unknown,7350970329761623
617627,Unknown,6176273609701164
451434,Visa,4514343234720897
497266,Visa,4972661222982302
445103,Unknown,4451033331100060
515198,MasterCard,5151981562601776
472128,Visa,4721283261393519
166631,Unknown,1666317419368579
597837,Unknown,5978372239773162
418977,Unknown,4189777979799990
924426,Unknown,9244269804979154
714522,Unknown,7145220413677597
656100,Unknown,6561004885183598
159717,Unknown,1597178832373445
369696,Diners,36969699997380
985693,Unknown,9856939377888534
141904,Unknown,1419042196742680
189598,Unknown,1895989690481911
551921,MasterCard,5519216383972880
150703,Unknown,1507033811400168
623793,Unknown,6237939888466821
427044,Unknown,4270444895647559
287408,Unknown,2874085983079158
444134,Visa,4441346627914703
856897,Unknown,8568974998236827
125339,Unknown,1253397623804470
